,Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,MeanRoomsSquare,AreaRatio,MonthSale,AgeBuilding,WeekdaySale,StreetType,Weekend
1969,Coburg,2,townhouse,635000.0,S,Ray,2017-03-18,7.8,3058,2.0,1.0,1.0,97.0,95.0,Moreland,-37.7516,144.9623,Northern Metropolitan,11204.0,19.0,-0.010416666666666666,3,3.0,5,St,1
1970,Coburg,3,house,1061000.0,S,Brad,2017-03-18,7.8,3058,3.0,1.0,1.0,527.0,126.0,Moreland,-37.7359,144.9502,Northern Metropolitan,11204.0,18.0,-0.6140888208269525,3,47.0,5,St,1
1971,Coburg,4,house,1155000.0,S,Nelson,2017-03-18,7.8,3058,4.0,1.0,2.0,370.0,126.0,Moreland,-37.7431,144.95600000000005,Northern Metropolitan,11204.0,14.0,-0.49193548387096775,3,47.0,5,St,1
1972,Coburg,4,house,650000.0,PI,RT,2016-06-18,7.8,3058,3.0,2.0,2.0,312.0,126.0,Moreland,-37.7362,144.9714,Northern Metropolitan,11204.0,14.0,-0.4246575342465753,6,46.0,5,Rd,1
1973,Coburg,3,house,1286000.0,S,Nelson,2016-06-18,7.8,3058,3.0,2.0,2.0,435.0,126.0,Moreland,-37.7477,144.9483,Northern Metropolitan,11204.0,15.75,-0.5508021390374331,6,46.0,5,St,1
1974,Coburg,3,house,885000.0,S,Nelson,2016-06-18,7.8,3058,3.0,1.0,2.0,255.0,126.0,Moreland,-37.7493,144.9701,Northern Metropolitan,11204.0,18.0,-0.33858267716535434,6,96.0,5,St,1
1975,Coburg,4,house,1160000.0,PI,Jellis,2016-06-18,7.8,3058,4.0,2.0,5.0,371.0,126.0,Moreland,-37.7436,144.96200000000005,Northern Metropolitan,11204.0,12.6,-0.49295774647887325,6,128.0,5,St,1
1976,Coburg,4,house,1400000.0,S,other,2016-06-18,7.8,3058,4.0,1.0,1.0,856.0,189.0,Moreland,-37.7432,144.9481,Northern Metropolitan,11204.0,21.0,-0.6382775119617224,6,46.0,5,St,1
1977,Coburg,2,unit,470000.0,SP,Raine,2016-06-18,7.8,3058,2.0,2.0,1.0,0.0,126.0,Moreland,-37.7379,144.9683,Northern Metropolitan,11204.0,21.0,1.0,6,46.0,5,other,1
1978,Coburg,3,house,1260000.0,S,Jellis,2016-11-19,7.8,3058,3.0,2.0,0.0,407.0,230.0,Moreland,-37.7471,144.9579,Northern Metropolitan,11204.0,28.75,-0.2778649921507064,11,86.0,5,St,1
1979,Coburg,2,house,920000.0,SP,Jellis,2016-11-19,7.8,3058,2.0,1.0,0.0,157.0,126.0,Moreland,-37.7464,144.9676,Northern Metropolitan,11204.0,25.2,-0.10954063604240283,11,46.0,5,St,1
1980,Coburg,3,house,841000.0,S,other,2016-11-19,7.8,3058,3.0,1.0,3.0,385.0,98.0,Moreland,-37.734,144.9603,Northern Metropolitan,11204.0,14.0,-0.5942028985507246,11,96.0,5,St,1
1981,Coburg,2,unit,537500.0,S,Nelson,2016-11-19,7.8,3058,2.0,1.0,1.0,0.0,73.0,Moreland,-37.7435,144.9563,Northern Metropolitan,11204.0,14.6,1.0,11,41.0,5,St,1
1982,Coburg,2,house,1130000.0,S,Brad,2016-08-22,7.8,3058,2.0,1.0,2.0,520.0,126.0,Moreland,-37.7543,144.9717,Northern Metropolitan,11204.0,25.2,-0.6099071207430341,8,46.0,0,St,0
1983,Coburg,2,townhouse,598000.0,S,Nelson,2016-08-22,7.8,3058,2.0,1.0,1.0,108.0,100.0,Moreland,-37.7379,144.9617,Northern Metropolitan,11204.0,20.0,-0.038461538461538464,8,9.0,0,St,0
1984,Coburg,3,house,1120000.0,S,Raine,2016-08-22,7.8,3058,3.0,2.0,1.0,293.0,180.0,Moreland,-37.7481,144.9663,Northern Metropolitan,11204.0,22.5,-0.23890063424947147,8,10.0,0,St,0
1985,Coburg,3,house,870000.0,S,Nelson,2016-08-22,7.8,3058,3.0,1.0,1.0,371.0,100.0,Moreland,-37.735,144.9558,Northern Metropolitan,11204.0,14.285714285714286,-0.5753715498938429,8,36.0,0,St,0
1986,Coburg,3,house,680000.0,PI,Raine,2016-04-23,7.8,3058,2.0,1.0,2.0,462.0,72.0,Moreland,-37.7448,144.9478,Northern Metropolitan,11204.0,12.0,-0.7303370786516854,4,96.0,5,St,1
1987,Coburg,1,house,482500.0,S,Raine,2016-04-23,7.8,3058,1.0,1.0,1.0,108.0,126.0,Moreland,-37.7554,144.9648,Northern Metropolitan,11204.0,42.0,0.07692307692307693,4,46.0,5,Rd,1
1988,Coburg,3,house,825000.0,S,Ray,2016-04-23,7.8,3058,3.0,1.0,2.0,577.0,131.0,Moreland,-37.7459,144.9773,Northern Metropolitan,11204.0,18.714285714285715,-0.6299435028248588,4,96.0,5,St,1
1989,Coburg,3,house,725000.0,S,Brad,2016-04-23,7.8,3058,3.0,1.0,0.0,238.0,131.0,Moreland,-37.7539,144.9612,Northern Metropolitan,11204.0,18.714285714285715,-0.2899728997289973,4,116.0,5,St,1
1990,Coburg,4,house,1250000.0,VB,Nelson,2016-04-23,7.8,3058,4.0,3.0,1.0,515.0,249.0,Moreland,-37.7537,144.9766,Northern Metropolitan,11204.0,22.636363636363637,-0.3481675392670157,4,116.0,5,Av,1
1991,Coburg,2,house,1008000.0,S,Jellis,2016-09-24,7.8,3058,2.0,1.0,3.0,457.0,89.0,Moreland,-37.7505,144.9725,Northern Metropolitan,11204.0,17.8,-0.673992673992674,9,76.0,5,St,1
1992,Coburg,2,townhouse,599000.0,S,Ray,2016-09-24,7.8,3058,2.0,2.0,1.0,76.0,126.0,Moreland,-37.7474,144.9621,Northern Metropolitan,11204.0,21.0,0.24752475247524752,9,46.0,5,St,1
1993,Coburg,2,house,860000.0,S,Nelson,2016-09-24,7.8,3058,2.0,1.0,1.0,483.0,126.0,Moreland,-37.7509,144.9696,Northern Metropolitan,11204.0,25.2,-0.5862068965517241,9,46.0,5,St,1
1994,Coburg,4,house,990000.0,SP,other,2016-09-24,7.8,3058,4.0,1.0,1.0,488.0,142.0,Moreland,-37.7537,144.9532,Northern Metropolitan,11204.0,15.777777777777779,-0.5492063492063493,9,86.0,5,St,1
1995,Coburg,2,unit,451000.0,S,RT,2016-09-24,7.8,3058,2.0,1.0,1.0,0.0,72.0,Moreland,-37.752,144.954,Northern Metropolitan,11204.0,14.4,1.0,9,46.0,5,St,1
1996,Coburg,2,house,635000.0,S,Brad,2017-02-25,7.8,3058,2.0,2.0,3.0,339.0,149.0,Moreland,-37.7404,144.9559,Northern Metropolitan,11204.0,24.833333333333332,-0.38934426229508196,2,97.0,5,St,1
1997,Coburg,5,house,1020000.0,PI,Raine,2017-02-25,7.8,3058,5.0,2.0,4.0,381.0,286.0,Moreland,-37.7492,144.969,Northern Metropolitan,11204.0,23.833333333333332,-0.1424287856071964,2,32.0,5,St,1
1998,Coburg,3,house,967000.0,S,Nelson,2017-02-25,7.8,3058,3.0,1.0,1.0,169.0,126.0,Moreland,-37.7494,144.9681,Northern Metropolitan,11204.0,18.0,-0.14576271186440679,2,47.0,5,St,1
1999,Coburg,3,house,1025000.0,VB,Jellis,2017-02-25,7.8,3058,3.0,1.0,3.0,336.0,112.0,Moreland,-37.7408,144.9558,Northern Metropolitan,11204.0,16.0,-0.5,2,67.0,5,St,1
2000,Coburg,3,house,700000.0,SP,Brad,2017-02-25,7.8,3058,3.0,1.0,1.0,138.0,102.0,Moreland,-37.7406,144.9555,Northern Metropolitan,11204.0,14.571428571428571,-0.15,2,17.0,5,St,1
2001,Coburg,3,house,1130000.0,S,Nelson,2017-02-25,7.8,3058,3.0,1.0,3.0,206.0,80.0,Moreland,-37.7382,144.9563,Northern Metropolitan,11204.0,11.428571428571429,-0.4405594405594406,2,72.0,5,St,1
2002,Coburg,3,house,835000.0,SA,other,2017-02-25,7.8,3058,3.0,1.0,2.0,385.0,126.0,Moreland,-37.7376,144.9638,Northern Metropolitan,11204.0,18.0,-0.5068493150684932,2,47.0,5,St,1
2003,Coburg,4,house,1075000.0,S,Hodges,2017-02-25,7.8,3058,4.0,1.0,4.0,531.0,187.0,Moreland,-37.7473,144.9528,Northern Metropolitan,11204.0,20.77777777777778,-0.479108635097493,2,92.0,5,St,1
2004,Coburg,3,house,845000.0,S,Brad,2017-02-25,7.8,3058,3.0,1.0,1.0,221.0,126.0,Moreland,-37.74800000000001,144.9603,Northern Metropolitan,11204.0,18.0,-0.2737752161383285,2,37.0,5,St,1
2005,Coburg,3,townhouse,600000.0,S,Brad,2017-02-25,7.8,3058,3.0,1.0,1.0,102.0,95.0,Moreland,-37.736,144.9665,Northern Metropolitan,11204.0,13.571428571428571,-0.03553299492385787,2,41.0,5,Rd,1
2006,Coburg,4,house,1461000.0,S,Jellis,2017-02-25,7.8,3058,4.0,2.0,2.0,571.0,126.0,Moreland,-37.7535,144.9779,Northern Metropolitan,11204.0,12.6,-0.6384505021520803,2,47.0,5,Av,1
2007,Coburg,4,house,1150000.0,PI,other,2016-07-26,7.8,3058,4.0,2.0,2.0,43.0,205.0,Moreland,-37.7456,144.9469,Northern Metropolitan,11204.0,20.5,0.6532258064516129,7,86.0,1,St,0
2008,Coburg,2,unit,515000.0,S,Ray,2016-06-27,7.8,3058,2.0,1.0,2.0,0.0,70.0,Moreland,-37.7474,144.9608,Northern Metropolitan,11204.0,14.0,1.0,6,46.0,0,St,0
2009,Coburg,3,house,770000.0,PI,Raine,2016-06-27,7.8,3058,4.0,1.0,2.0,408.0,126.0,Moreland,-37.7366,144.9564,Northern Metropolitan,11204.0,15.75,-0.5280898876404494,6,46.0,0,St,0
2010,Coburg,2,house,472000.0,S,Nelson,2016-06-27,7.8,3058,2.0,1.0,1.0,500.0,69.0,Moreland,-37.747,144.9515,Northern Metropolitan,11204.0,13.8,-0.7574692442882249,6,41.0,0,St,0
2011,Coburg,2,house,901000.0,S,other,2016-06-27,7.8,3058,2.0,1.0,1.0,545.0,107.0,Moreland,-37.7445,144.9471,Northern Metropolitan,11204.0,21.4,-0.6717791411042945,6,76.0,0,St,0
2012,Coburg,2,house,642000.0,S,Nelson,2016-06-27,7.8,3058,2.0,1.0,0.0,167.0,126.0,Moreland,-37.7477,144.9647,Northern Metropolitan,11204.0,25.2,-0.13993174061433447,6,46.0,0,St,0
2013,Coburg,2,house,605000.0,S,Jellis,2016-06-27,7.8,3058,2.0,1.0,1.0,0.0,13.0,Moreland,-37.7519,144.9721,Northern Metropolitan,11204.0,2.6,1.0,6,47.0,0,other,0
2014,Coburg,3,townhouse,687000.0,S,Nelson,2016-11-27,7.8,3058,3.0,1.0,1.0,116.0,140.0,Moreland,-37.7454,144.9487,Northern Metropolitan,11204.0,20.0,0.09375,11,21.0,6,St,1
2015,Coburg,4,house,975000.0,PI,other,2016-11-27,7.8,3058,4.0,2.0,2.0,307.0,203.0,Moreland,-37.74800000000001,144.9602,Northern Metropolitan,11204.0,20.3,-0.20392156862745098,11,20.0,6,St,1
2016,Coburg,3,house,985000.0,S,Jellis,2016-11-27,7.8,3058,3.0,1.0,1.0,309.0,126.0,Moreland,-37.7434,144.9697,Northern Metropolitan,11204.0,18.0,-0.4206896551724138,11,136.0,6,St,1
2017,Coburg,3,house,835000.0,S,hockingstuart,2016-11-27,7.8,3058,3.0,1.0,1.0,459.0,126.0,Moreland,-37.7388,144.9529,Northern Metropolitan,11204.0,18.0,-0.5692307692307692,11,46.0,6,St,1
2018,Coburg,3,house,951000.0,SP,Nelson,2016-11-27,7.8,3058,3.0,2.0,0.0,342.0,126.0,Moreland,-37.743,144.95600000000005,Northern Metropolitan,11204.0,15.75,-0.46153846153846156,11,46.0,6,St,1
2019,Coburg,3,house,1370000.0,S,Nelson,2016-05-28,7.8,3058,3.0,1.0,1.0,563.0,130.0,Moreland,-37.7493,144.97799999999995,Northern Metropolitan,11204.0,18.571428571428573,-0.6248196248196248,5,86.0,5,St,1
2020,Coburg,2,house,700000.0,VB,Nelson,2016-05-28,7.8,3058,2.0,1.0,2.0,381.0,92.0,Moreland,-37.74,144.9516,Northern Metropolitan,11204.0,18.4,-0.6109936575052854,5,91.0,5,St,1
2021,Coburg,3,townhouse,810000.0,S,Nelson,2016-05-28,7.8,3058,3.0,2.0,1.0,213.0,131.0,Moreland,-37.7461,144.9584,Northern Metropolitan,11204.0,16.375,-0.23837209302325582,5,6.0,5,St,1
2022,Coburg,2,unit,445000.0,SP,Raine,2016-05-28,7.8,3058,2.0,1.0,1.0,0.0,126.0,Moreland,-37.7336,144.9597,Northern Metropolitan,11204.0,25.2,1.0,5,9.0,5,St,1
2023,Coburg,4,house,838000.0,S,Jellis,2016-05-28,7.8,3058,4.0,1.0,1.0,576.0,147.0,Moreland,-37.7369,144.9637,Northern Metropolitan,11204.0,16.333333333333332,-0.5933609958506224,5,56.0,5,Ct,1
2024,Coburg,2,house,810000.0,S,Nelson,2016-05-28,7.8,3058,2.0,1.0,1.0,370.0,126.0,Moreland,-37.7489,144.9598,Northern Metropolitan,11204.0,25.2,-0.49193548387096775,5,46.0,5,St,1
2025,Coburg,4,house,1150000.0,PI,Nelson,2016-05-28,7.8,3058,4.0,1.0,2.0,633.0,164.0,Moreland,-37.7531,144.9504,Northern Metropolitan,11204.0,18.22222222222222,-0.588456712672522,5,26.0,5,St,1
2026,Coburg,4,house,931000.0,SP,Brad,2016-05-28,7.8,3058,3.0,1.0,1.0,412.0,160.0,Moreland,-37.7432,144.9768,Northern Metropolitan,11204.0,20.0,-0.4405594405594406,5,96.0,5,St,1
2027,Coburg,1,unit,241000.0,S,Nelson,2016-08-28,7.8,3058,1.0,1.0,1.0,0.0,62.0,Moreland,-37.7463,144.9635,Northern Metropolitan,11204.0,20.666666666666668,1.0,8,40.0,6,St,1
2028,Coburg,4,house,1331000.0,S,Jellis,2016-08-28,7.8,3058,3.0,2.0,2.0,394.0,126.0,Moreland,-37.7534,144.9679,Northern Metropolitan,11204.0,14.0,-0.5153846153846153,8,46.0,6,St,1
2029,Coburg,1,house,1007000.0,SP,Brad,2016-08-28,7.8,3058,1.0,2.0,0.0,807.0,1.0,Moreland,-37.7373,144.9825,Northern Metropolitan,11204.0,0.25,-0.9975247524752475,8,46.0,6,St,1
2030,Coburg,2,house,981000.0,S,Nelson,2016-08-28,7.8,3058,2.0,1.0,1.0,263.0,114.0,Moreland,-37.7493,144.97,Northern Metropolitan,11204.0,22.8,-0.3952254641909814,8,106.0,6,St,1
2031,Coburg,2,townhouse,570000.0,S,other,2016-08-28,7.8,3058,2.0,1.0,1.0,0.0,86.0,Moreland,-37.7367,144.9701,Northern Metropolitan,11204.0,17.2,1.0,8,116.0,6,other,1
2032,Coburg,2,house,500000.0,S,Nelson,2016-08-28,7.8,3058,2.0,1.0,1.0,113.0,70.0,Moreland,-37.7424,144.961,Northern Metropolitan,11204.0,14.0,-0.23497267759562843,8,46.0,6,St,1
2033,Coburg,3,house,830000.0,PI,Ray,2016-07-30,7.8,3058,3.0,2.0,0.0,559.0,126.0,Moreland,-37.7384,144.9617,Northern Metropolitan,11204.0,15.75,-0.6321167883211679,7,46.0,5,St,1
2034,Coburg,3,house,1194500.0,S,hockingstuart,2016-07-30,7.8,3058,2.0,1.0,2.0,537.0,126.0,Moreland,-37.7443,144.9494,Northern Metropolitan,11204.0,21.0,-0.6199095022624435,7,46.0,5,St,1
2035,Coburg,2,unit,425000.0,S,Ray,2016-07-30,7.8,3058,2.0,2.0,1.0,0.0,126.0,Moreland,-37.7363,144.9723,Northern Metropolitan,11204.0,21.0,1.0,7,46.0,5,other,1
2036,Coburg,2,house,645000.0,SP,Jellis,2016-07-30,7.8,3058,2.0,1.0,1.0,702.0,126.0,Moreland,-37.7517,144.9795,Northern Metropolitan,11204.0,25.2,-0.6956521739130435,7,46.0,5,St,1
2037,Coburg North,4,house,895000.0,S,Nelson,2016-12-03,9.2,3058,4.0,2.0,2.0,661.0,126.0,Moreland,-37.7246,144.9828,Northern Metropolitan,3445.0,12.6,-0.6797966963151207,12,46.0,5,St,1
2038,Coburg North,3,house,655000.0,SP,hockingstuart,2016-12-03,9.2,3058,3.0,1.0,0.0,404.0,98.0,Moreland,-37.7305,144.9803,Northern Metropolitan,3445.0,14.0,-0.6095617529880478,12,66.0,5,St,1
2039,Coburg North,3,townhouse,631000.0,S,McGrath,2017-03-04,9.2,3058,3.0,1.0,1.0,178.0,120.0,Moreland,-37.7297,144.9645,Northern Metropolitan,3445.0,17.142857142857142,-0.19463087248322147,3,5.0,5,St,1
2040,Coburg North,2,townhouse,600000.0,S,McGrath,2017-03-04,9.2,3058,2.0,1.0,1.0,145.0,105.0,Moreland,-37.7295,144.9641,Northern Metropolitan,3445.0,21.0,-0.16,3,7.0,5,St,1
2041,Coburg North,4,house,820000.0,SP,Brad,2017-03-04,9.2,3058,4.0,1.0,3.0,498.0,126.0,Moreland,-37.7329,144.9721,Northern Metropolitan,3445.0,14.0,-0.5961538461538461,3,47.0,5,Rd,1
2042,Coburg North,3,house,715000.0,SP,hockingstuart,2017-03-04,9.2,3058,3.0,2.0,2.0,173.0,120.0,Moreland,-37.7308,144.9832,Northern Metropolitan,3445.0,15.0,-0.18088737201365188,3,7.0,5,other,1
2043,Coburg North,3,house,735000.0,SP,Barry,2017-03-04,9.2,3058,3.0,1.0,1.0,427.0,126.0,Moreland,-37.7303,144.9773,Northern Metropolitan,3445.0,18.0,-0.5443037974683544,3,47.0,5,St,1
2044,Coburg North,3,house,864000.0,S,Nelson,2016-06-04,9.2,3058,3.0,1.0,2.0,565.0,115.0,Moreland,-37.7283,144.969,Northern Metropolitan,3445.0,16.428571428571427,-0.6617647058823529,6,66.0,5,Rd,1
2045,Coburg North,3,house,700000.0,S,Nelson,2016-05-07,9.2,3058,3.0,1.0,2.0,626.0,108.0,Moreland,-37.7201,144.9696,Northern Metropolitan,3445.0,15.428571428571429,-0.7057220708446866,5,66.0,5,Ct,1
2046,Coburg North,4,house,735000.0,SP,Nelson,2016-11-07,9.2,3058,4.0,2.0,2.0,302.0,126.0,Moreland,-37.7271,144.9842,Northern Metropolitan,3445.0,12.6,-0.411214953271028,11,46.0,0,St,0
2047,Coburg North,2,townhouse,591000.0,S,Nelson,2016-11-07,9.2,3058,2.0,1.0,1.0,0.0,86.0,Moreland,-37.721,144.9527,Northern Metropolitan,3445.0,17.2,1.0,11,8.0,0,St,0
2048,Coburg North,3,house,860000.0,S,Nelson,2016-10-08,9.2,3058,2.0,1.0,3.0,586.0,145.0,Moreland,-37.7205,144.9659,Northern Metropolitan,3445.0,24.166666666666668,-0.6032831737346102,10,66.0,5,St,1
2049,Coburg North,2,house,765000.0,S,Love,2016-10-08,9.2,3058,2.0,1.0,2.0,563.0,116.0,Moreland,-37.723,144.96,Northern Metropolitan,3445.0,23.2,-0.658321060382916,10,91.0,5,Gr,1
2050,Coburg North,3,house,625000.0,S,Nelson,2016-09-10,9.2,3058,3.0,1.0,2.0,104.0,138.0,Moreland,-37.7307,144.9826,Northern Metropolitan,3445.0,19.714285714285715,0.14049586776859505,9,2.0,5,other,1
2051,Coburg North,2,house,745000.0,SP,Raine,2016-12-10,9.2,3058,2.0,1.0,3.0,526.0,90.0,Moreland,-37.732,144.9832,Northern Metropolitan,3445.0,18.0,-0.7077922077922078,12,76.0,5,St,1
2052,Coburg North,4,house,1050000.0,PI,Jellis,2016-12-10,9.2,3058,4.0,3.0,2.0,501.0,258.0,Moreland,-37.7266,144.9823,Northern Metropolitan,3445.0,23.454545454545453,-0.3201581027667984,12,0.0,5,St,1
2053,Coburg North,3,house,782000.0,S,Barry,2017-03-11,9.2,3058,3.0,1.0,3.0,576.0,126.0,Moreland,-37.7269,144.9654,Northern Metropolitan,3445.0,18.0,-0.6410256410256411,3,47.0,5,St,1
2054,Coburg North,2,house,935000.0,S,other,2016-11-12,9.2,3058,2.0,1.0,2.0,833.0,107.0,Moreland,-37.7297,144.9654,Northern Metropolitan,3445.0,21.4,-0.7723404255319148,11,56.0,5,Ct,1
2055,Coburg North,4,house,1009000.0,S,Ray,2016-11-12,9.2,3058,4.0,1.0,2.0,590.0,126.0,Moreland,-37.7197,144.9585,Northern Metropolitan,3445.0,14.0,-0.6480446927374302,11,66.0,5,St,1
2056,Coburg North,2,house,820000.0,SP,Nelson,2016-11-12,9.2,3058,2.0,1.0,4.0,629.0,120.0,Moreland,-37.7276,144.9688,Northern Metropolitan,3445.0,24.0,-0.6795727636849133,11,56.0,5,Rd,1
2057,Coburg North,3,house,780000.0,S,Nelson,2016-11-12,9.2,3058,3.0,1.0,2.0,307.0,96.0,Moreland,-37.7215,144.9533,Northern Metropolitan,3445.0,13.714285714285714,-0.5235732009925558,11,66.0,5,St,1
2058,Coburg North,3,house,707000.0,S,Brad,2016-08-13,9.2,3058,3.0,2.0,3.0,556.0,129.0,Moreland,-37.7305,144.9605,Northern Metropolitan,3445.0,16.125,-0.6233576642335766,8,66.0,5,Rd,1
2059,Coburg North,3,house,772000.0,S,Nelson,2016-10-15,9.2,3058,3.0,1.0,1.0,367.0,126.0,Moreland,-37.728,144.963,Northern Metropolitan,3445.0,18.0,-0.48884381338742394,10,46.0,5,St,1
2060,Coburg North,3,house,745000.0,S,Raine,2017-03-18,9.2,3058,3.0,1.0,3.0,473.0,126.0,Moreland,-37.7316,144.9789,Northern Metropolitan,3445.0,18.0,-0.5792988313856428,3,47.0,5,St,1
2061,Coburg North,2,unit,532500.0,S,Brad,2017-03-18,9.2,3058,2.0,1.0,1.0,168.0,126.0,Moreland,-37.73,144.9629,Northern Metropolitan,3445.0,25.2,-0.14285714285714285,3,47.0,5,St,1
2062,Coburg North,3,house,750000.0,S,hockingstuart,2017-03-18,9.2,3058,3.0,2.0,2.0,310.0,126.0,Moreland,-37.7305,144.9809,Northern Metropolitan,3445.0,15.75,-0.42201834862385323,3,47.0,5,St,1
2063,Coburg North,3,house,815000.0,S,Ray,2016-06-18,9.2,3058,3.0,2.0,2.0,376.0,126.0,Moreland,-37.7295,144.982,Northern Metropolitan,3445.0,15.75,-0.49800796812749004,6,46.0,5,St,1
2064,Coburg North,3,house,637000.0,S,Brad,2016-06-18,9.2,3058,3.0,1.0,4.0,498.0,97.0,Moreland,-37.7323,144.9833,Northern Metropolitan,3445.0,13.857142857142858,-0.6739495798319328,6,66.0,5,St,1
2065,Coburg North,4,house,950000.0,S,hockingstuart,2016-06-18,9.2,3058,4.0,2.0,2.0,298.0,231.0,Moreland,-37.7308,144.9836,Northern Metropolitan,3445.0,23.1,-0.1266540642722117,6,3.0,5,St,1
2066,Coburg North,3,house,780000.0,S,hockingstuart,2016-06-18,9.2,3058,3.0,1.0,2.0,677.0,126.0,Moreland,-37.7297,144.9648,Northern Metropolitan,3445.0,18.0,-0.6861768368617683,6,46.0,5,St,1
2067,Coburg North,3,house,860000.0,PI,Jellis,2016-11-19,9.2,3058,3.0,2.0,3.0,472.0,134.0,Moreland,-37.734,144.9728,Northern Metropolitan,3445.0,16.75,-0.5577557755775577,11,46.0,5,Rd,1
2068,Coburg North,5,house,1172000.0,S,Ray,2016-11-19,9.2,3058,5.0,3.0,2.0,425.0,37.0,Moreland,-37.7302,144.9816,Northern Metropolitan,3445.0,2.8461538461538463,-0.8398268398268398,11,2.0,5,Dr,1
2069,Coburg North,2,house,530000.0,S,Raine,2016-08-22,9.2,3058,2.0,1.0,1.0,332.0,126.0,Moreland,-37.7187,144.9564,Northern Metropolitan,3445.0,25.2,-0.4497816593886463,8,46.0,0,Rd,0
2070,Coburg North,2,townhouse,570000.0,S,Ray,2016-04-23,9.2,3058,2.0,2.0,2.0,186.0,126.0,Moreland,-37.7263,144.9843,Northern Metropolitan,3445.0,21.0,-0.19230769230769232,4,46.0,5,St,1
2071,Coburg North,3,house,2000000.0,S,Ray,2016-09-24,9.2,3058,4.0,1.0,1.0,973.0,126.0,Moreland,-37.7284,144.9843,Northern Metropolitan,3445.0,15.75,-0.7707006369426752,9,46.0,5,St,1
2072,Coburg North,3,house,650000.0,SP,Barry,2017-02-25,9.2,3058,3.0,1.0,1.0,407.0,95.0,Darebin,-37.7351,144.9833,Northern Metropolitan,3445.0,13.571428571428571,-0.6215139442231076,2,87.0,5,St,1
2073,Coburg North,4,house,792000.0,SP,Jellis,2016-07-26,9.2,3058,4.0,2.0,1.0,320.0,131.0,Moreland,-37.7242,144.9612,Northern Metropolitan,3445.0,13.1,-0.4190687361419069,7,66.0,1,St,0
2074,Coburg North,3,house,720000.0,S,Nelson,2016-07-26,9.2,3058,3.0,1.0,2.0,499.0,105.0,Moreland,-37.7236,144.9576,Northern Metropolitan,3445.0,15.0,-0.652317880794702,7,46.0,1,Rd,0
2075,Coburg North,3,house,970000.0,S,Jellis,2016-11-27,9.2,3058,3.0,1.0,2.0,575.0,129.0,Moreland,-37.7307,144.9704,Northern Metropolitan,3445.0,18.428571428571427,-0.6335227272727273,11,56.0,6,St,1
2076,Collingwood,2,townhouse,750000.0,S,Jellis,2016-09-03,1.6,3066,2.0,1.0,1.0,115.0,126.0,Yarra,-37.7968,144.9891,Northern Metropolitan,4553.0,25.2,0.04564315352697095,9,46.0,5,St,1
2077,Collingwood,2,house,890000.0,S,LITTLE,2016-09-03,1.6,3066,2.0,1.0,1.0,178.0,70.0,Yarra,-37.7974,144.9915,Northern Metropolitan,4553.0,14.0,-0.43548387096774194,9,116.0,5,St,1
2078,Collingwood,2,unit,1260000.0,S,Jellis,2016-09-03,1.6,3066,2.0,1.0,1.0,0.0,129.0,Yarra,-37.8042,144.9845,Northern Metropolitan,4553.0,25.8,1.0,9,116.0,5,St,1
2079,Collingwood,2,unit,855000.0,S,Nelson,2016-09-03,1.6,3066,2.0,1.0,1.0,2886.0,122.0,Yarra,-37.8042,144.9845,Northern Metropolitan,4553.0,24.4,-0.9188829787234043,9,186.0,5,St,1
2080,Collingwood,3,house,1260000.0,S,Jellis,2016-12-03,1.6,3066,3.0,1.0,0.0,167.0,126.0,Yarra,-37.7962,144.9866,Northern Metropolitan,4553.0,18.0,-0.13993174061433447,12,116.0,5,St,1
2081,Collingwood,2,house,1320000.0,S,Nelson,2017-03-04,1.6,3066,2.0,2.0,1.0,0.0,126.0,Yarra,-37.7969,144.9885,Northern Metropolitan,4553.0,21.0,1.0,3,47.0,5,St,1
2082,Collingwood,2,house,1430000.0,S,Jellis,2017-03-04,1.6,3066,2.0,1.0,0.0,231.0,126.0,Yarra,-37.7969,144.9905,Northern Metropolitan,4553.0,25.2,-0.29411764705882354,3,47.0,5,St,1
2083,Collingwood,3,townhouse,1125000.0,SP,Nelson,2017-03-04,1.6,3066,3.0,2.0,2.0,0.0,151.0,Yarra,-37.8083,144.9908,Northern Metropolitan,4553.0,18.875,1.0,3,17.0,5,St,1
2084,Collingwood,3,unit,950000.0,S,Jellis,2017-03-04,1.6,3066,3.0,2.0,1.0,15900.0,126.0,Yarra,-37.8035,144.985,Northern Metropolitan,4553.0,15.75,-0.9842755522276301,3,47.0,5,St,1
2085,Collingwood,2,unit,910000.0,S,Jellis,2017-03-04,1.6,3066,2.0,1.0,1.0,0.0,97.0,Yarra,-37.8035,144.985,Northern Metropolitan,4553.0,19.4,1.0,3,137.0,5,St,1
2086,Collingwood,1,unit,452000.0,SP,Jellis,2017-03-04,1.6,3066,1.0,1.0,1.0,816.0,53.0,Yarra,-37.802,144.9848,Northern Metropolitan,4553.0,17.666666666666668,-0.8780207134637514,3,17.0,5,St,1
2087,Collingwood,1,unit,440000.0,VB,Collins,2017-03-04,1.6,3066,1.0,1.0,1.0,2773.0,126.0,Yarra,-37.802,144.9854,Northern Metropolitan,4553.0,42.0,-0.9130734736115902,3,7.0,5,St,1
